name,alt_name,objectid,id,status,type,trauma,owner,ttl_staff,population,beds,helipad,naics_code,naics_desc
WAKEMED CARY HOSPITAL,NOT AVAILABLE,1904,11427511,OPEN,GENERAL ACUTE CARE,LEVEL III,NON-PROFIT,-999,150,150,Y,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
"RUTHERFORD HOSPITAL, INC.",NOT AVAILABLE,1905,9828139,OPEN,GENERAL ACUTE CARE,NOT AVAILABLE,NON-PROFIT,-999,143,143,Y,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
SAMPSON REGIONAL MEDICAL CENTER,NOT AVAILABLE,1906,9928329,OPEN,GENERAL ACUTE CARE,NOT AVAILABLE,GOVERNMENT - LOCAL,-999,146,146,Y,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
CALDWELL MEMORIAL HOSPITAL,NOT AVAILABLE,1907,3828645,OPEN,GENERAL ACUTE CARE,NOT AVAILABLE,NON-PROFIT,-999,110,110,Y,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
DAVIE COUNTY HOSPITAL,NOT AVAILABLE,1908,5927028,CLOSED,GENERAL ACUTE CARE,NOT AVAILABLE,NON-PROFIT,-999,81,81,N,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
HIGHSMITH-RAINEY MEMORIAL HOSPITAL,NOT AVAILABLE,1909,8028301,OPEN,GENERAL ACUTE CARE,NOT AVAILABLE,NON-PROFIT,-999,66,66,N,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
LEXINGTON MEMORIAL HOSPITAL,NOT AVAILABLE,1910,9027293,OPEN,GENERAL ACUTE CARE,NOT AVAILABLE,NON-PROFIT,-999,94,94,Y,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
CAROLINA EAST HEALTH SYSTEM,NOT AVAILABLE,1911,5728561,OPEN,GENERAL ACUTE CARE,NOT AVAILABLE,GOVERNMENT - DISTRICT/AUTHORITY,-999,350,350,Y,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
ATRIUM HEALTH STANLY,STANLY REGIONAL MEDICAL CENTER,1912,10428002,OPEN,GENERAL ACUTE CARE,NOT AVAILABLE,GOVERNMENT - DISTRICT/AUTHORITY,-999,109,109,Y,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
GARRISON MEMORIAL HOSPITAL,NOT AVAILABLE,1913,1358540,OPEN,CRITICAL ACCESS,NOT AVAILABLE,NON-PROFIT,-999,22,22,Y,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
CHI ST ALEXIUS HEALTH TURTLE LAKE,NOT AVAILABLE,1914,1458575,OPEN,CRITICAL ACCESS,NOT AVAILABLE,NON-PROFIT,-999,25,25,N,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
ALTRU REHABILITATION CENTER,NOT AVAILABLE,1915,4958206,OPEN,REHABILITATION,NOT AVAILABLE,NON-PROFIT,-999,257,257,N,622310,"REHABILITATION HOSPITALS (EXCEPT ALCOHOLISM, DRUG ADDICTION)"
ST LUKE'S HOSPITAL,NOT AVAILABLE,1916,3458730,OPEN,CRITICAL ACCESS,NOT AVAILABLE,NON-PROFIT,-999,15,15,Y,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
FIRST CARE HEALTH CENTER,NOT AVAILABLE,1917,3558270,OPEN,CRITICAL ACCESS,NOT AVAILABLE,NON-PROFIT,-999,14,14,N,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
NELSON COUNTY HEALTH SYSTEM,NOT AVAILABLE,1918,1858254,OPEN,CRITICAL ACCESS,NOT AVAILABLE,NON-PROFIT,-999,19,19,N,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
RAULERSON HOSPITAL,NOT AVAILABLE,1919,32334972,OPEN,GENERAL ACUTE CARE,NOT AVAILABLE,PROPRIETARY,-999,100,100,Y,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
ADVENTHEALTH APOPKA,NOT AVAILABLE,1920,10832703,OPEN,GENERAL ACUTE CARE,NOT AVAILABLE,NON-PROFIT,-999,120,120,Y,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
ADAMS COUNTY REGIONAL MEDICAL CENTER,NOT AVAILABLE,1921,6645679,OPEN,CRITICAL ACCESS,NOT AVAILABLE,GOVERNMENT - LOCAL,-999,25,25,Y,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
ORLANDO VETERANS AFFAIRS MEDICAL CENTER,NOT AVAILABLE,1922,29732803,OPEN,MILITARY,NOT AVAILABLE,GOVERNMENT - FEDERAL,-999,-999,-999,N,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
ADVENTHEALTH CELEBRATION,NOT AVAILABLE,1923,11434747,OPEN,GENERAL ACUTE CARE,NOT AVAILABLE,NON-PROFIT,-999,237,237,Y,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
OSCEOLA REGIONAL MEDICAL CENTER,NOT AVAILABLE,1924,29834741,OPEN,GENERAL ACUTE CARE,LEVEL II,PROPRIETARY,-999,396,396,Y,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
CHI LISBON HEALTH,NOT AVAILABLE,1925,2158054,OPEN,CRITICAL ACCESS,NOT AVAILABLE,NON-PROFIT,-999,25,25,N,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
LEESBURG REGIONAL MEDICAL CENTER,NOT AVAILABLE,1926,22434748,OPEN,GENERAL ACUTE CARE,NOT AVAILABLE,NON-PROFIT,-999,322,322,Y,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
CLEVELAND CLINIC INDIAN RIVER MEDICAL CENTER,NOT AVAILABLE,1927,17932960,OPEN,GENERAL ACUTE CARE,NOT AVAILABLE,NON-PROFIT,-999,332,332,Y,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
LARGO MEDICAL CENTER - INDIAN ROCKS,NOT AVAILABLE,1928,21933774,OPEN,GENERAL ACUTE CARE,NOT AVAILABLE,NON-PROFIT,-999,169,169,N,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
MEASE DUNEDIN HOSPITAL,NOT AVAILABLE,1929,24534698,OPEN,GENERAL ACUTE CARE,NOT AVAILABLE,NON-PROFIT,-999,120,120,Y,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
PALMS OF PASADENA HOSPITAL,NOT AVAILABLE,1930,30433707,OPEN,GENERAL ACUTE CARE,NOT AVAILABLE,PROPRIETARY,-999,307,307,N,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
WINDMOOR HEALTHCARE OF CLEARWATER,NOT AVAILABLE,1931,43333764,OPEN,PSYCHIATRIC,NOT AVAILABLE,PROPRIETARY,-999,144,144,N,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
ADVENTHEALTH LAKE PLACID,NOT AVAILABLE,1932,12333852,OPEN,GENERAL ACUTE CARE,NOT AVAILABLE,NON-PROFIT,-999,50,50,Y,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
HIGHLANDS REGIONAL MEDICAL CENTER,NOT AVAILABLE,1933,17233870,OPEN,GENERAL ACUTE CARE,NOT AVAILABLE,PROPRIETARY,-999,126,126,Y,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
KINDRED HOSPITAL-BAY AREA-TAMPA,NOT AVAILABLE,1934,20133611,OPEN,GENERAL ACUTE CARE,NOT AVAILABLE,PROPRIETARY,-999,73,73,N,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
MEMORIAL HOSPITAL OF TAMPA,NOT AVAILABLE,1935,25233609,OPEN,GENERAL ACUTE CARE,NOT AVAILABLE,PROPRIETARY,-999,139,139,N,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
OREGON STATE HOSPITAL PORTLAND,NOT AVAILABLE,1936,2897232,CLOSED,GENERAL ACUTE CARE,NOT AVAILABLE,GOVERNMENT - STATE,-999,-999,-999,N,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
TAMPA GENERAL HOSPITAL,NOT AVAILABLE,1937,39833606,OPEN,GENERAL ACUTE CARE,LEVEL I,NON-PROFIT,-999,1010,1010,Y,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
HENDRY REGIONAL MEDICAL CENTER,NOT AVAILABLE,1938,16933440,OPEN,GENERAL ACUTE CARE,NOT AVAILABLE,GOVERNMENT - DISTRICT/AUTHORITY,-999,25,25,Y,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
NORTHEAST REHABILITATION HOSPITAL AT PEASE,NOT AVAILABLE,1939,2203801,OPEN,REHABILITATION,NOT AVAILABLE,PROPRIETARY,-999,33,33,N,622310,"REHABILITATION HOSPITALS (EXCEPT ALCOHOLISM, DRUG ADDICTION)"
KINDRED HOSPITAL LIMA,NOT AVAILABLE,1940,123645801,OPEN,LONG TERM CARE,NOT AVAILABLE,PROPRIETARY,-999,26,26,Y,622310,SPECIALTY (EXCEPT PSYCHIATRIC AND SUBSTANCE ABUSE) HOSPITALS
TAMPA COMMUNITY HOSPITAL,NOT AVAILABLE,1941,40433615,OPEN,GENERAL ACUTE CARE,NOT AVAILABLE,PROPRIETARY,-999,201,201,Y,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
COMPLEX CARE HOSPITAL AT RIDGELAKE,NOT AVAILABLE,1942,6934240,OPEN,LONG TERM CARE,NOT AVAILABLE,PROPRIETARY,-999,40,40,N,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
SARASOTA MEMORIAL HOSPITAL,NOT AVAILABLE,1943,33734239,OPEN,GENERAL ACUTE CARE,LEVEL II,GOVERNMENT - DISTRICT/AUTHORITY,-999,829,829,Y,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
CENTRAL FLORIDA REGIONAL HOSPITAL,NOT AVAILABLE,1944,6232771,OPEN,GENERAL ACUTE CARE,LEVEL II,PROPRIETARY,-999,221,221,Y,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
ORLANDO HEALTH SOUTH SEMINOLE HOSPITAL,NOT AVAILABLE,1945,37332750,OPEN,GENERAL ACUTE CARE,NOT AVAILABLE,PROPRIETARY,-999,237,237,Y,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
HEALTHPARK MEDICAL CENTER,NOT AVAILABLE,1946,15833908,OPEN,GENERAL ACUTE CARE,NOT AVAILABLE,GOVERNMENT - DISTRICT/AUTHORITY,-999,496,496,Y,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
LEE MEMORIAL HOSPITAL,NOT AVAILABLE,1947,22233901,OPEN,GENERAL ACUTE CARE,LEVEL II,GOVERNMENT - DISTRICT/AUTHORITY,-999,835,835,Y,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
HALIFAX HEALTH MEDICAL CENTER,NOT AVAILABLE,1948,15132114,OPEN,GENERAL ACUTE CARE,LEVEL II,GOVERNMENT - DISTRICT/AUTHORITY,-999,558,558,Y,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
HALIFAX HEALTH MEDICAL CENTER- PORT ORANGE,NOT AVAILABLE,1949,15332127,OPEN,GENERAL ACUTE CARE,NOT AVAILABLE,GOVERNMENT - DISTRICT/AUTHORITY,-999,558,558,N,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
REGIONAL MEDICAL CENTER BAYONET POINT,NOT AVAILABLE,1950,32734667,OPEN,GENERAL ACUTE CARE,LEVEL II,PROPRIETARY,-999,290,290,Y,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
HEART OF FLORIDA REGIONAL MEDICAL CENTER,NOT AVAILABLE,1951,16833837,OPEN,GENERAL ACUTE CARE,NOT AVAILABLE,PROPRIETARY,-999,193,193,Y,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
LAKELAND REGIONAL MEDICAL CENTER,NOT AVAILABLE,1952,21433805,OPEN,GENERAL ACUTE CARE,LEVEL II,NON-PROFIT,-999,849,849,Y,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
WINTER HAVEN HOSPITAL,NOT AVAILABLE,1953,43433881,OPEN,GENERAL ACUTE CARE,NOT AVAILABLE,NON-PROFIT,-999,458,458,Y,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
CIRCLES OF CARE,NOT AVAILABLE,1954,6532901,OPEN,PSYCHIATRIC,NOT AVAILABLE,NON-PROFIT,-999,52,52,N,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
HOLMES REGIONAL MEDICAL CENTER,NOT AVAILABLE,1955,17432901,OPEN,GENERAL ACUTE CARE,LEVEL II,NON-PROFIT,-999,514,514,Y,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
PARRISH MEDICAL CENTER,NOT AVAILABLE,1956,30932796,OPEN,GENERAL ACUTE CARE,NOT AVAILABLE,GOVERNMENT - DISTRICT/AUTHORITY,-999,163,163,Y,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
BROWARD HEALTH CORAL SPRINGS,NOT AVAILABLE,1957,4233065,OPEN,GENERAL ACUTE CARE,NOT AVAILABLE,GOVERNMENT - DISTRICT/AUTHORITY,-999,200,200,N,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
BROWARD HEALTH NORTH,NOT AVAILABLE,1958,4833064,OPEN,GENERAL ACUTE CARE,LEVEL II,GOVERNMENT - DISTRICT/AUTHORITY,-999,409,409,Y,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
CLEVELAND CLINIC HOSPITAL,NOT AVAILABLE,1959,6733326,OPEN,GENERAL ACUTE CARE,NOT AVAILABLE,NON-PROFIT,-999,155,155,Y,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
FORT LAUDERDALE HOSPITAL,NOT AVAILABLE,1960,13833301,OPEN,PSYCHIATRIC,NOT AVAILABLE,PROPRIETARY,-999,100,100,N,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
KINDRED HOSPITAL-SOUTH FLORIDA-FT LAUDERDALE,NOT AVAILABLE,1961,20533301,OPEN,LONG TERM CARE,NOT AVAILABLE,PROPRIETARY,-999,70,70,N,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
MEMORIAL HOSPITAL WEST,NOT AVAILABLE,1962,25733028,OPEN,GENERAL ACUTE CARE,NOT AVAILABLE,GOVERNMENT - DISTRICT/AUTHORITY,-999,446,446,Y,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
MEMORIAL REGIONAL HOSPITAL,NOT AVAILABLE,1963,25933021,OPEN,GENERAL ACUTE CARE,LEVEL I,GOVERNMENT - DISTRICT/AUTHORITY,-999,797,797,Y,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
NORTHWEST MEDICAL CENTER,NOT AVAILABLE,1964,28833063,OPEN,GENERAL ACUTE CARE,NOT AVAILABLE,PROPRIETARY,-999,228,228,N,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
SOUTH FLORIDA STATE HOSPITAL,NOT AVAILABLE,1965,36733025,OPEN,PSYCHIATRIC,NOT AVAILABLE,GOVERNMENT - STATE,-999,350,350,N,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
ST ANTHONY'S REHABILITATION HOSPITAL,NOT AVAILABLE,1966,38033311,OPEN,REHABILITATION,NOT AVAILABLE,NON-PROFIT,-999,26,26,N,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
NORTHEAST REHABILITATION HOSPITAL,NOT AVAILABLE,1967,3203062,CLOSED,REHABILITATION,NOT AVAILABLE,PROPRIETARY,-999,20,20,Y,622310,"REHABILITATION HOSPITALS (EXCEPT ALCOHOLISM, DRUG ADDICTION)"
CITRUS MEMORIAL HOSPITAL,NOT AVAILABLE,1968,6634452,OPEN,GENERAL ACUTE CARE,NOT AVAILABLE,NON-PROFIT,-999,204,204,Y,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
LOWER KEYS MEDICAL CENTER,NOT AVAILABLE,1969,22933040,OPEN,GENERAL ACUTE CARE,NOT AVAILABLE,PROPRIETARY,-999,49,49,Y,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
AVENTURA HOSPITAL AND MEDICAL CENTER,NOT AVAILABLE,1970,933180,OPEN,GENERAL ACUTE CARE,LEVEL II,PROPRIETARY,-999,407,407,Y,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
DOCTORS HOSPITAL,NOT AVAILABLE,1971,7633146,OPEN,GENERAL ACUTE CARE,NOT AVAILABLE,NON-PROFIT,-999,281,281,N,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
HOMESTEAD HOSPITAL,NOT AVAILABLE,1972,17733033,OPEN,GENERAL ACUTE CARE,NOT AVAILABLE,NON-PROFIT,-999,142,142,Y,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
JACKSON MEMORIAL HOSPITAL,NOT AVAILABLE,1973,18433136,OPEN,GENERAL ACUTE CARE,LEVEL I,NON-PROFIT,-999,1493,1493,Y,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
JACKSON NORTH,NOT AVAILABLE,1974,18633169,OPEN,GENERAL ACUTE CARE,NOT AVAILABLE,NON-PROFIT,-999,382,382,Y,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
KINDRED HOSPITAL-SOUTH FLORIDA-CORAL GABLES,NOT AVAILABLE,1975,20433134,OPEN,LONG TERM CARE,NOT AVAILABLE,PROPRIETARY,-999,55,55,N,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
ST RITA'S MEDICAL CENTER,NOT AVAILABLE,1976,14645801,OPEN,GENERAL ACUTE CARE,LEVEL II,NON-PROFIT,-999,424,424,Y,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
MOUNT SINAI MEDICAL CENTER,NOT AVAILABLE,1977,27333140,OPEN,GENERAL ACUTE CARE,NOT AVAILABLE,NON-PROFIT,-999,672,672,Y,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
NICKLAUS CHILDREN'S HOSPITAL,NOT AVAILABLE,1978,26633155,OPEN,CHILDREN,LEVEL PEDIATRIC,NON-PROFIT,-999,309,309,Y,622110,"CHILDREN'S HOSPITALS, GENERAL"
WESTCHESTER GENERAL HOSPITAL,NOT AVAILABLE,1979,42733155,OPEN,GENERAL ACUTE CARE,NOT AVAILABLE,PROPRIETARY,-999,125,125,N,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
CLEVELAND CLINIC MARTIN SOUTH,NOT AVAILABLE,1980,23834997,OPEN,GENERAL ACUTE CARE,NOT AVAILABLE,NON-PROFIT,-999,100,100,N,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
OCALA REGIONAL MEDICAL CENTER,NOT AVAILABLE,1981,29034474,OPEN,GENERAL ACUTE CARE,LEVEL II,PROPRIETARY,-999,222,222,Y,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
THE VINES HOSPITAL,NOT AVAILABLE,1982,41734474,OPEN,PSYCHIATRIC,NOT AVAILABLE,PROPRIETARY,-999,76,76,N,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
STRINGFELLOW MEMORIAL HOSPITAL,NOT AVAILABLE,1983,11336201,OPEN,GENERAL ACUTE CARE,LEVEL III,PROPRIETARY,-999,125,125,N,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
CLAY COUNTY HOSPITAL,NOT AVAILABLE,1984,3236251,OPEN,GENERAL ACUTE CARE,NOT AVAILABLE,GOVERNMENT - LOCAL,-999,45,45,Y,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
SIERRA VISTA REGIONAL HEALTH CENTER,NOT AVAILABLE,1985,7985635,CLOSED,GENERAL ACUTE CARE,NOT AVAILABLE,NON-PROFIT,-999,83,83,Y,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
PICKENS COUNTY MEDICAL CENTER,NOT AVAILABLE,1986,9635447,OPEN,GENERAL ACUTE CARE,NOT AVAILABLE,GOVERNMENT - DISTRICT/AUTHORITY,-999,56,56,Y,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
DECATUR MORGAN WEST,NOT AVAILABLE,1987,1135601,OPEN,GENERAL ACUTE CARE,NOT AVAILABLE,PROPRIETARY,-999,64,64,N,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
PORTLAND VA MEDICAL CENTER,NOT AVAILABLE,1988,6397239,OPEN,MILITARY,NOT AVAILABLE,GOVERNMENT - FEDERAL,-999,-999,-999,Y,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
JOINT TOWNSHIP DISTRICT MEMORIAL HOSPITAL,GRAND LAKE HEALTH SYSTEM,1989,5445885,OPEN,GENERAL ACUTE CARE,NOT AVAILABLE,NON-PROFIT,-999,140,140,Y,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
PALO ALTO COUNTY HOSPITAL,NOT AVAILABLE,1990,1650536,OPEN,GENERAL ACUTE CARE,LEVEL IV,GOVERNMENT - LOCAL,-999,47,47,Y,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
SAINT CLARES HOSPITAL - BOONTON TOWNSHIP CAMPUS,NOT AVAILABLE,1991,5607005,OPEN,PSYCHIATRIC,NOT AVAILABLE,PROPRIETARY,-999,120,120,N,622210,PSYCHIATRIC AND SUBSTANCE ABUSE HOSPITALS
MENTAL HEALTH SERVICES FOR CLARK AND MADISON COS,NOT AVAILABLE,1992,123845504,OPEN,PSYCHIATRIC,NOT AVAILABLE,NON-PROFIT,-999,16,16,N,622210,PSYCHIATRIC AND SUBSTANCE ABUSE HOSPITALS
MERCY HOSPITAL CLERMONT,NOT AVAILABLE,1993,8545103,OPEN,GENERAL ACUTE CARE,NOT AVAILABLE,NON-PROFIT,-999,148,148,Y,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
BAPTIST MEDICAL CENTER EAST,NOT AVAILABLE,1994,236124,OPEN,GENERAL ACUTE CARE,NOT AVAILABLE,GOVERNMENT - DISTRICT/AUTHORITY,-999,150,150,Y,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
CROSSBRIDGE BEHAVIORAL HEALTH A BAPTIST SOUTH FACILITY,NOT AVAILABLE,1995,91036116,OPEN,PSYCHIATRIC,NOT AVAILABLE,GOVERNMENT - DISTRICT/AUTHORITY,-999,60,60,N,622210,PSYCHIATRIC AND SUBSTANCE ABUSE HOSPITALS
SALEM REGIONAL MEDICAL CENTER,SALEM COMMUNITY HOSPITAL,1996,125244460,OPEN,GENERAL ACUTE CARE,NOT AVAILABLE,NOT AVAILABLE,-999,199,199,Y,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
ANTHONY M YELENCSICS COMMUNITY,ANTHONY M. YELENCSICS COMMUNITY HOSPITAL,1997,10608820,OPEN,GENERAL ACUTE CARE,NOT AVAILABLE,NON-PROFIT,-999,405,405,N,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
ST. VINCENT'S BLOUNT,NOT AVAILABLE,1998,11235121,OPEN,CRITICAL ACCESS,NOT AVAILABLE,NON-PROFIT,-999,40,40,Y,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
SOUTH POINTE HOSPITAL,NOT AVAILABLE,1999,5744122,OPEN,GENERAL ACUTE CARE,NOT AVAILABLE,NON-PROFIT,-999,344,344,Y,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
PRATTVILLE BAPTIST HOSPITAL,NOT AVAILABLE,2000,7636067,OPEN,GENERAL ACUTE CARE,NOT AVAILABLE,GOVERNMENT - DISTRICT/AUTHORITY,-999,85,85,N,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
VAUGHAN REGIONAL MEDICAL CENTER-PARKWAY CAMPUS,NOT AVAILABLE,2001,9936701,OPEN,GENERAL ACUTE CARE,NOT AVAILABLE,PROPRIETARY,-999,175,175,Y,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
HILL HOSPITAL OF SUMTER COUNTY,NOT AVAILABLE,2002,6236925,OPEN,GENERAL ACUTE CARE,NOT AVAILABLE,NON-PROFIT,-999,33,33,N,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
BURGESS MEMORIAL HOSPITAL,NOT AVAILABLE,2003,6651040,OPEN,CRITICAL ACCESS,LEVEL IV,NON-PROFIT,-999,25,25,Y,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
SPRINGFIELD REGIONAL MEDICAL CTR-ER,NOT AVAILABLE,2004,93,OPEN,GENERAL ACUTE CARE,NOT AVAILABLE,NON-PROFIT,-999,230,230,Y,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
HIGHLAND SPRINGS HOSPITAL,NOT AVAILABLE,2005,28044122,OPEN,PSYCHIATRIC,NOT AVAILABLE,PROPRIETARY,-999,72,72,N,622210,PSYCHIATRIC AND SUBSTANCE ABUSE HOSPITALS
EUCLID HOSPITAL,NOT AVAILABLE,2006,4644119,OPEN,GENERAL ACUTE CARE,NOT AVAILABLE,NON-PROFIT,-999,371,371,Y,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
COMMUNITY MEMORIAL HOSPITAL,NOT AVAILABLE,2007,5943526,OPEN,CRITICAL ACCESS,NOT AVAILABLE,GOVERNMENT - DISTRICT/AUTHORITY,-999,30,30,Y,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
MT CARMEL NEW ALBANY SURGICAL HOSPITAL,NOT AVAILABLE,2008,14743054,OPEN,SPECIAL,NOT AVAILABLE,NON-PROFIT,-999,60,60,N,622310,SPECIALTY (EXCEPT PSYCHIATRIC AND SUBSTANCE ABUSE) HOSPITALS
MOUNT CARMEL ST ANN'S HOSPITAL,NOT AVAILABLE,2009,12043081,OPEN,GENERAL ACUTE CARE,NOT AVAILABLE,NON-PROFIT,-999,392,392,Y,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
MEDICAL CITY FORT WORTH,PLAZA MEDICAL CENTER OF FORT WORTH,2010,20276104,OPEN,GENERAL ACUTE CARE,NOT AVAILABLE,PROPRIETARY,-999,320,320,Y,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
ST. LUKES'S REGIONAL MEDICAL CENTER,NOT AVAILABLE,2011,4051104,OPEN,GENERAL ACUTE CARE,LEVEL III,NON-PROFIT,-999,346,346,Y,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
BAYSHORE MEDICAL CENTER,BAYSHORE MEDICAL CENTER,2012,9807733,OPEN,GENERAL ACUTE CARE,NOT AVAILABLE,NON-PROFIT,-999,211,211,Y,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
CHRISTUS SANTA ROSA HOSPITAL - NEW BRAUNFELS,NOT AVAILABLE,2013,136578130,OPEN,GENERAL ACUTE CARE,LEVEL IV,NON-PROFIT,-999,132,132,Y,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
EASTERN NEW MEXICO MEDICAL CENTER,NOT AVAILABLE,2014,3088201,OPEN,GENERAL ACUTE CARE,LEVEL III,PROPRIETARY,-999,162,162,Y,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
MACON COUNTY SAMARITAN MEMORIAL HOS,NOT AVAILABLE,2015,190063552,OPEN,GENERAL ACUTE CARE,NOT AVAILABLE,NOT AVAILABLE,-999,25,25,Y,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
ASHLEY VALLEY MEDICAL CENTER,NOT AVAILABLE,2016,4884078,OPEN,GENERAL ACUTE CARE,LEVEL IV,PROPRIETARY,-999,39,39,Y,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
BROADLAWNS MEDICAL CENTER,NOT AVAILABLE,2017,9250314,OPEN,GENERAL ACUTE CARE,LEVEL III,GOVERNMENT - LOCAL,-999,200,200,Y,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
MERCY FRANKLIN CENTER,NOT AVAILABLE,2018,9350310,OPEN,PSYCHIATRIC,NOT AVAILABLE,NON-PROFIT,-999,18,18,N,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
